,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y
61,6848.23,1958.31,0.28595,53.5179,975567.2721,77.3653,3271.79,15.0,38.9771,13.481
62,9236.76,2757.31,0.29851,89.2188,1317480.628,131.157,3982.2,5.0,34.8592,2.0580000000000003
63,8790.21,1839.93,0.20931,75.7854,1142295.0459999999,109.43799999999999,3210.17,66.0,37.2189,17.932000000000006
64,4529.99,897.92,0.19821,40.5246,598227.2624,71.1787,2584.3,11.0,43.3352,2.059
65,7111.73,1462.45,0.20563,60.8412,982597.582,83.1748,3116.91,23.0,40.0141,9.501
66,8326.46,2917.35,0.35036999999999996,81.3643,1158206.145,122.58200000000001,3320.0,37.0,36.7671,3.52
67,9359.85,3119.69,0.3333,89.3842,1327254.404,130.023,3575.44,8.0,35.43,3.025
68,7957.48,2733.87,0.34355,82.4364,1063348.688,120.181,3175.43,85.0,38.973,8.462
69,8335.58,2671.03,0.32043,93.0182,1209358.182,142.412,3367.33,98.0,37.1334,12.562000000000001
70,6697.01,1641.95,0.24516999999999997,67.6294,893741.8208,90.4824,3824.45,58.0,34.6186,4.084
71,6082.28,2092.95,0.3441,73.52,848904.1692,87.0239,3052.87,34.0,39.8832,1.92
72,20240.5,7544.67,0.37275,130.312,2871657.213,323.42,16833.0,81.0,30.555999999999997,9.494
73,14614.1,4937.12,0.33783,135.241,2049625.5680000002,207.067,4931.01,69.0,29.3218,7.187
74,9543.45,2234.61,0.23415,111.86399999999999,1324950.244,132.213,4221.34,56.0,34.3281,2.1590000000000003
75,14013.2,4516.72,0.32231,172.06599999999997,2010012.093,264.379,4979.18,98.0,26.7575,5.129
76,6097.34,1497.85,0.24565,55.0372,850830.3658,69.8341,3362.22,58.0,38.8321,2.289
77,7977.67,1904.22,0.23869,58.8249,1105123.038,101.2,3519.9,41.0,36.8534,8.783
78,5708.55,2065.1,0.36175,57.7608,797065.6075,76.7773,2588.25,31.0,41.5161,4.209
79,8277.16,1516.89,0.18325999999999998,86.4328,1159549.353,109.52799999999999,3770.18,13.0,34.2738,2.012
80,9447.09,2320.7,0.24565,107.88,1300502.716,137.97,3730.38,12.0,35.2386,3.27
81,9434.74,1708.93,0.18112999999999999,93.70200000000001,1340197.117,134.866,4162.39,47.0,33.83,0.737
82,4914.41,1299.59,0.26444,36.6299,688595.7665,53.3348,2015.64,47.0,43.3965,11.581
83,6792.98,2299.94,0.33857,64.3161,965289.378,83.3979,2340.23,69.0,40.4935,3.5069999999999997
84,7478.44,1957.34,0.26173,75.2874,987920.2593,111.32600000000001,3606.19,73.0,37.0107,1.756
85,17183.3,5556.54,0.32336,201.047,2263361.405,287.286,6595.97,240.0,25.7815,3.113
86,5811.82,1053.23,0.18122,52.5591,799977.1539,65.2332,3034.98,24.0,39.7659,4.07
87,16252.4,6241.7,0.38404,168.22799999999995,2262902.159,253.46599999999998,5903.81,140.0,25.5296,19.867
88,10709.4,2431.11,0.22699999999999998,141.39600000000004,1410062.1509999996,174.481,4453.52,50.0,30.1123,1.8230000000000002
89,6669.4,1801.35,0.27009,64.292,930435.1446,85.4137,3585.46,37.0,30.2388,2.025
90,4954.37,1376.67,0.27786,47.3117,691375.5969,59.1479,1992.72,12.0,44.0329,2.1959999999999997
91,6990.64,828.75,0.11855,78.9791,921182.2668,85.1932,3024.51,50.0,39.1183,17.169
92,5653.71,1536.03,0.27168000000000003,65.7535,707961.8048,87.6816,3098.57,16.0,39.4933,2.32
93,16524.4,4887.13,0.29575,136.054,2323858.755,233.93900000000002,10288.69,57.0,31.3291,2.822
94,13679.1,3476.97,0.25418,123.516,1937266.021,173.688,5056.06,37.0,29.0393,4.1080000000000005
95,4287.5,848.04,0.19779000000000002,41.0436,570565.9038,53.7457,2591.75,11.0,43.7566,2.673
96,5932.07,1263.74,0.21303000000000002,54.7057,819819.9263,80.4059,2692.94,17.0,40.7779,1.123
97,6001.6,1731.09,0.28843,55.7944,820445.0505,84.6195,2455.92,27.0,41.3349,12.67
98,11633.6,3516.44,0.30226,152.306,1593889.8369999996,219.84799999999998,3751.07,81.0,34.1875,19.915
99,9990.44,3334.46,0.33376,115.874,1398325.6930000002,168.91,4207.46,55.0,32.117,3.887
100,6450.65,2867.28,0.44448999999999994,60.6501,891916.8406,107.265,3400.56,61.0,37.8704,13.427
101,4012.8,1201.62,0.29944,33.3503,544098.8662,51.0566,1382.62,30.0,44.3766,11.38
102,6830.77,2457.66,0.35979,56.8995,929662.2875,92.7361,3211.93,42.0,38.5027,4.977
103,5414.3,1140.81,0.2107,49.83600000000001,779164.2067,69.7125,2817.16,58.0,40.2712,1.5330000000000001
104,14923.4,4215.03,0.28244,207.799,2048668.2959999999,270.254,5052.39,166.0,25.4718,3.029
105,16369.6,5422.22,0.33123,196.58700000000002,2289162.3959999997,241.918,5415.62,170.0,24.3891,1.883
106,5649.89,1998.12,0.35365,53.6964,750718.3691,86.9181,2702.9,57.0,40.8572,14.34
107,4901.94,1660.08,0.33865,49.6162,692727.8695,65.5547,2157.39,32.0,41.9239,1.922
108,9314.97,2588.66,0.2779,87.495,1279380.6979999999,118.10700000000001,3790.88,34.0,34.9261,1.8259999999999998
109,5281.75,1807.63,0.34224,50.5376,729192.2371,69.5077,2210.19,36.0,41.6391,2.847
110,8311.02,2735.91,0.32919,68.0674,1175631.24,119.486,3546.16,12.0,37.9024,13.327
111,8267.83,2573.85,0.3113,87.6897,1115305.404,131.561,3934.46,38.0,35.9109,3.765
112,4465.62,1729.67,0.38733,46.7983,659783.0916,63.6453,2350.45,57.0,42.7324,10.843
113,3970.48,1221.05,0.30753,35.4275,540131.0622,50.3576,1393.96,34.0,44.466,11.244000000000002
114,22049.3,7377.58,0.33459,305.8590000000001,3099156.3039999995,405.467,5986.31,136.0,15.6443,7.574
115,19340.0,7027.58,0.36336999999999997,240.905,2680820.412,318.923,5842.31,129.0,20.2816,5.1080000000000005
116,5682.95,1147.4,0.2019,50.8986,815588.1936,72.1485,2869.03,57.0,40.2517,1.415
117,13487.8,3568.39,0.26456,150.974,1899315.531,177.595,4754.09,63.0,30.5141,20.737
118,6680.59,1464.71,0.21924000000000002,59.3967,911366.1055,82.5588,3686.34,45.0,37.7782,10.725
119,9615.16,3816.72,0.39694,92.5227,1292445.123,171.885,4345.53,107.0,32.9604,8.525
120,15105.3,4914.48,0.32534,149.631,2173829.685,220.87599999999998,5969.92,93.0,24.4016,1.775
121,14842.6,4962.42,0.33433,184.457,2071487.624,258.357,5412.24,153.0,24.3302,1.349
122,8950.14,3497.96,0.39082,84.8507,1228027.043,119.501,3967.23,68.0,36.5327,3.056
123,4111.06,668.88,0.1627,38.2272,539583.1489,59.6783,2524.72,10.0,43.6526,2.141
124,8123.05,2564.75,0.31573,75.9768,1148382.952,118.916,3119.79,59.0,37.306,14.463
125,13839.5,4245.89,0.30679,194.408,1887622.596,220.53400000000002,4592.02,166.0,28.8721,2.45
126,6844.63,2474.8,0.36156,84.5857,924123.2827,102.42200000000001,3752.15,26.0,36.2406,2.61
127,11417.5,1809.39,0.15847,141.585,1616127.919,161.264,4608.93,150.0,29.9583,1.5530000000000002
128,8992.91,2143.73,0.23838,87.5861,1277962.384,106.44,4661.58,28.0,33.1813,2.0380000000000003
129,12047.2,5092.26,0.42268999999999995,105.74799999999999,1642485.1509999996,222.27,3593.14,28.0,34.5107,15.992
130,9327.45,3313.7,0.35525999999999996,70.4224,1296110.173,122.59700000000001,3992.08,32.0,35.7671,13.059000000000001
131,7625.96,2686.6,0.35229,74.3861,1056750.442,96.8401,3319.02,16.0,37.9561,3.168
132,22796.7,5426.32,0.23803000000000002,334.056,3129072.165,400.781,6235.79,164.0,19.5313,0.927
133,7213.83,1819.33,0.2522,56.5611,952969.4869,113.355,3237.6,15.0,39.274,11.869000000000002
134,5316.67,1806.74,0.33981999999999996,54.5008,732620.2511,76.5708,2370.58,97.0,41.5353,14.594000000000001
135,9087.46,2397.42,0.26381,101.992,1271479.168,138.164,3617.13,10.0,34.0989,0.948
136,8732.18,1830.68,0.20964000000000002,80.7812,1264674.747,101.775,3894.85,10.0,35.0497,1.454
137,19610.0,5147.05,0.26247,275.33799999999997,2699116.72,273.233,5582.64,197.0,25.0015,4.881
138,12209.1,3126.88,0.25611,148.189,1669112.783,179.62900000000005,4548.35,23.0,30.7391,2.312
139,4246.69,949.19,0.22351,44.353,538140.5198,59.5182,2088.3,26.0,42.8529,4.064
140,10921.2,2787.14,0.2552,99.3037,1500097.418,122.99600000000001,4195.39,158.0,33.3484,15.600999999999999
141,6305.19,2216.99,0.35161,66.2285,831682.7649,99.8198,2709.47,27.0,41.1778,10.634
142,10394.8,2892.8,0.27829,87.0789,1447021.812,124.81700000000001,4488.7,114.0,31.8549,15.002
143,5281.55,928.88,0.17587,51.8607,749462.9093,64.3469,2762.82,21.0,40.8341,3.9160000000000004
144,10268.5,5276.99,0.5139,116.324,1408960.715,194.735,4386.53,67.0,33.0208,16.461
145,13724.3,3463.94,0.25239,161.166,1935525.158,178.42700000000005,4627.64,59.0,29.8364,1.6130000000000002
146,9045.25,2054.57,0.22714,78.8092,1291317.504,102.69200000000001,3971.19,8.0,34.6656,1.781
147,12383.4,2267.83,0.18313,143.852,1749655.18,172.111,4677.16,149.0,29.4601,1.6119999999999999
148,6885.37,1956.74,0.28418000000000004,67.4596,959699.2052,84.71600000000002,3869.18,88.0,35.7104,14.397
149,14759.8,5006.88,0.33921999999999997,177.253,2067400.695,261.69599999999997,5311.69,161.0,24.4198,1.484
150,9926.79,3276.65,0.33008000000000004,102.039,1386953.4219999998,159.68200000000004,4094.99,71.0,33.951,11.485
151,14933.2,5821.87,0.38986,150.52200000000005,2076386.355,234.438,6790.09,70.0,28.3615,3.713
152,4663.57,1313.1,0.28156,47.931999999999995,652444.6709,59.9311,1893.29,22.0,42.0162,2.213
153,20151.9,5779.8,0.28681,228.328,2800602.253,303.027,5808.58,173.0,21.7758,3.766
154,7287.59,1311.75,0.17999,79.3425,982571.5348,111.573,3450.37,34.0,36.7064,1.8559999999999999
155,8816.0,1933.64,0.21933000000000002,98.5751,1219005.1770000001,133.41,3651.58,16.0,34.0844,1.402
156,18443.2,6755.78,0.3663,186.15099999999998,2603632.824,281.07099999999997,5804.52,149.0,22.0987,2.9339999999999997
157,17151.8,4633.53,0.27014,227.611,2437826.1580000003,283.541,5521.23,98.0,22.1946,2.747
158,15328.8,4164.15,0.27165,154.35,2214200.801,226.24,5130.26,230.0,23.9628,20.666
159,5587.22,1649.55,0.29523,46.5282,780294.1428,63.556999999999995,1960.29,19.0,43.4824,2.47
160,7774.53,3098.96,0.3986,78.9133,1102220.3159999999,115.853,3385.26,46.0,37.833,3.29
161,5938.88,1558.46,0.26241,71.8422,834447.4668,73.6592,2829.54,74.0,39.5797,7.59
162,6722.25,2273.55,0.33821,79.3361,923589.5206,92.7651,3271.59,64.0,38.6888,1.433
163,8224.48,2789.41,0.33915,94.6993,1094629.3429999999,136.201,3803.18,55.0,36.5681,16.465999999999998
164,12191.5,4671.85,0.3832,104.897,1717803.4919999999,158.222,4251.13,61.0,32.975,12.764000000000001
165,10934.2,3618.28,0.33091,164.85,1533880.416,194.958,4843.54,91.0,29.0642,3.2430000000000003
166,23375.1,5433.62,0.23245,318.663,3227792.3039999995,404.38,6220.21,160.0,19.8354,0.9129999999999999
167,13184.1,4369.46,0.33141,99.1519,1830116.74,182.266,5934.17,78.0,33.3862,20.783
168,22476.6,6404.69,0.28494,308.778,3085362.353,372.20300000000003,6275.24,107.0,17.8081,3.805
169,8647.11,2510.31,0.2903,72.3708,1187864.8059999999,123.779,3865.07,44.0,35.8553,13.048
170,4397.58,1026.34,0.2333800000000001,32.7443,609974.9983,49.2063,2014.11,50.0,44.4079,6.856
171,11526.0,2401.06,0.20831,153.506,1596715.1609999996,202.01,4353.29,72.0,30.4051,0.0
172,11469.1,3166.57,0.27609,131.018,1605324.747,167.977,4934.87,80.0,28.1837,3.062
173,9498.87,3636.05,0.38278,93.5887,1350651.62,141.083,3698.62,29.0,35.1298,3.0660000000000003
174,9887.85,3666.96,0.37085,94.0818,1405323.6069999998,150.45600000000005,4035.58,86.0,35.4457,11.772
175,9839.23,3781.95,0.38437,87.5343,1360365.7719999999,138.184,5605.52,28.0,34.652,18.527
176,11596.7,4049.37,0.34918000000000005,101.59899999999999,1622546.211,168.205,5410.23,52.0,29.4699,15.8
177,15356.2,4843.5,0.31540999999999997,188.394,2110407.733,235.688,5514.2,76.0,22.1194,11.654000000000002
178,7295.53,2116.31,0.29008,67.9854,1010950.3620000001,95.3239,3041.37,50.0,39.8093,2.05
179,4529.91,1146.57,0.25311,41.798,599287.8059,66.2123,2603.94,11.0,43.2842,2.126
180,9812.62,2009.95,0.20483,101.20100000000001,1424683.71,132.945,3770.7,61.0,46.5464,0.0
181,11183.2,3354.02,0.29991,127.42200000000001,1504103.1069999996,158.97299999999996,4227.71,47.0,32.7871,5.301
182,9790.76,2190.08,0.22368000000000002,115.411,1365840.458,133.82299999999998,4186.34,62.0,34.1709,1.6909999999999998
183,5790.06,1993.92,0.34436,55.7938,795312.4509999999,76.714,3573.25,12.0,38.5978,4.671
184,9317.84,3163.39,0.33949,75.3362,1281851.351,129.099,3838.77,35.0,35.1154,13.248
185,7221.03,1717.82,0.23789000000000002,81.7402,1000348.401,102.89,3841.76,22.0,35.9714,1.3230000000000002
186,9118.35,2871.88,0.31495,79.8949,1235523.426,115.941,3814.96,95.0,34.5771,8.654
187,6779.04,2391.66,0.3528,76.7822,914881.1048,96.8613,3260.4,60.0,38.4523,2.148
188,6537.25,1994.98,0.30517,63.5664,894511.6485,85.3632,3077.04,55.0,38.2183,2.5580000000000003
189,17886.9,7126.49,0.39841,95.8678,2525658.994,284.742,19424.18,89.0,33.4055,4.314
190,8132.28,2586.26,0.31801999999999997,96.2489,1154091.075,110.713,3922.57,18.0,35.7618,4.3660000000000005
191,15153.9,5416.34,0.35741999999999996,174.773,2062483.312,267.069,5660.63,93.0,27.4623,13.395
192,13301.7,3174.28,0.23863,175.265,1811151.9519999998,215.872,4776.85,106.0,28.3671,2.6489999999999996
193,8777.97,2185.29,0.24895,81.8578,1228821.75,113.38799999999999,4697.25,29.0,33.1388,1.736
194,12069.7,3719.25,0.30814,110.242,1750685.122,155.181,4589.64,87.0,27.8423,17.65
195,8811.14,3679.06,0.41753999999999997,64.3827,1261101.396,132.01,4451.84,76.0,34.9782,16.25
196,24417.4,8739.4,0.35791,223.358,3327209.058,309.15,6933.53,236.0,24.7821,1.551
197,12092.7,3066.04,0.25354,154.97,1704810.476,186.983,4731.19,62.0,29.1224,3.597
198,17790.6,5219.27,0.29336999999999996,210.463,2464790.99,294.649,5697.8,205.0,22.1812,2.275
199,8697.45,2712.71,0.31189,90.6972,1221851.608,124.338,3262.02,49.0,34.3946,13.26
200,5207.76,1150.38,0.22089,44.2209,719668.1877,72.8355,2631.47,19.0,41.5327,12.909
201,14115.7,5097.55,0.36112,195.74,1935665.642,249.45,4552.18,32.0,29.0757,2.155
202,9025.98,1952.41,0.21631,102.70200000000001,1279932.625,121.905,3798.12,38.0,35.1101,2.7430000000000003
203,7277.06,2204.48,0.30293000000000003,74.5599,985389.4198,119.04,3078.15,79.0,38.9698,0.747
204,7890.28,2326.63,0.29486999999999997,98.1031,1047239.832,126.02,3779.82,33.0,33.436,15.548
205,14892.0,4318.77,0.29,215.18099999999998,2039283.851,269.205,5066.95,173.0,25.3986,3.0
206,9618.6,3189.58,0.3316,90.2879,1374114.331,135.412,4024.94,104.0,33.5722,5.016
207,5646.77,1500.35,0.2657,55.4669,783321.8788,95.8931,2951.01,45.0,39.8934,13.698
208,9351.77,2769.8,0.29617,93.4294,1328253.711,122.97399999999999,3693.74,98.0,35.7926,12.370999999999999
209,21316.0,5735.67,0.26907,295.70599999999996,2889646.63,319.741,6582.99,280.0,18.7017,1.4180000000000001
210,14822.9,5415.18,0.36532,127.54299999999999,2126148.9869999997,192.514,5575.37,131.0,25.06,17.336
211,9205.53,2649.05,0.28776,85.2738,1314309.598,133.593,3997.23,4.0,36.2856,2.11
212,5798.52,2203.64,0.38003000000000003,33.2992,822609.3824,79.3076,2591.45,39.0,46.5464,2.91
213,12695.3,4452.96,0.35075,154.32,1757121.7240000004,167.312,5252.27,49.0,28.1273,4.352
214,8880.25,1837.44,0.20690999999999998,80.6639,1254062.925,99.0101,4830.04,28.0,46.5464,0.0
215,8968.63,3115.08,0.34733,93.6082,1205387.456,117.087,3528.06,34.0,36.7399,12.487
216,11729.9,3223.26,0.27479000000000003,130.92,1613017.429,161.893,4514.27,86.0,31.7527,2.467
217,6853.17,2227.04,0.32495999999999997,63.8151,964516.3997,84.5767,2417.9,74.0,40.268,3.7319999999999998
218,12293.0,2950.28,0.23999,198.9,1674987.717,197.207,4565.64,176.0,29.1223,1.68
219,6986.09,1515.62,0.21694000000000002,75.031,1007938.292,77.4739,2561.75,57.0,40.4618,14.850999999999999
220,6260.33,1474.57,0.23554,67.83,881212.7873,70.3709,3516.88,66.0,37.9999,10.918
221,7695.3,1919.74,0.24946,56.0469,1087312.773,73.8146,3648.57,23.0,38.9477,8.793
222,7475.37,1840.39,0.24619000000000002,63.8302,1051039.83,93.0597,2981.55,98.0,38.5503,1.915
223,4344.66,1212.31,0.27903,46.7617,602420.1375,57.3548,2102.92,20.0,43.3725,2.861
224,5196.71,1669.28,0.32121,47.1705,723269.6690000001,65.4153,1841.68,18.0,43.483999999999995,2.99
225,5812.06,2228.02,0.38334,47.6408,814107.6601,82.3036,2099.3,5.0,41.9469,5.127999999999999
226,8316.64,1928.0,0.23181999999999997,99.8248,1165359.504,125.094,3482.48,34.0,34.9231,1.301
227,8043.76,2064.11,0.25661,83.6028,1135568.952,112.001,3334.78,9.0,36.4609,2.354
228,7451.52,1874.16,0.25151,71.9571,1019248.163,86.4892,3324.37,28.0,38.47,11.892999999999999
229,5443.19,2026.29,0.37226,39.6482,727129.1255,93.6895,3180.32,10.0,41.7391,11.800999999999998
230,16956.2,5066.02,0.29877,157.805,2309406.111,237.84,4938.03,97.0,29.5837,20.733
231,23157.9,6886.31,0.29736,301.575,3227720.631,370.235,6304.89,91.0,17.6685,3.1910000000000003
232,6878.33,1833.88,0.26661,58.0797,911921.34,90.7432,3276.08,43.0,39.0519,6.091
233,14196.1,3475.05,0.24478000000000005,202.127,1985917.721,249.582,4924.91,140.0,27.0144,3.0989999999999998
234,8978.58,3796.0,0.42278000000000004,77.8224,1231649.279,139.011,3839.97,104.0,34.5651,5.181
235,4834.66,1221.78,0.25271,49.8648,615808.6921,61.0948,2115.65,41.0,42.9349,3.303
236,15026.3,3855.57,0.25658000000000003,185.905,2126933.5069999998,210.951,5697.93,66.0,25.7207,1.287
237,6580.46,2517.63,0.38259,63.8545,908384.5614,101.97200000000001,3695.69,99.0,38.2498,13.505999999999998
238,8057.07,3422.13,0.42473,80.8012,1125706.729,123.95100000000001,3711.65,41.0,35.2722,16.238
239,9644.19,3366.97,0.34911,71.9872,1396511.8569999998,127.527,3858.51,99.0,36.0251,14.027000000000001
240,20096.4,6020.62,0.29958,244.817,2793417.9680000003,314.829,5469.35,80.0,23.7539,3.2489999999999997
241,9295.5,2829.28,0.30437,85.8334,1315025.631,133.842,4111.28,76.0,32.828,9.437000000000001
242,8991.01,2494.07,0.27739,84.499,1217325.92,121.15,3864.76,32.0,35.3128,1.953
243,9336.37,2078.3,0.2226,103.414,1267862.025,143.69,4024.37,32.0,46.5464,1.995
244,13798.1,4044.29,0.2931,196.382,1890203.438,246.15200000000002,5153.97,97.0,24.678,5.11
245,22038.9,4772.02,0.21652,309.11,3024450.5130000007,386.39300000000003,6224.29,151.0,19.8309,0.95
246,6298.95,2093.36,0.33233,45.5916,866268.5832,85.9881,2436.76,1.0,40.7398,5.515
247,8290.45,1984.72,0.23939000000000002,79.8847,1141229.327,88.3367,3668.54,59.0,36.6704,13.276
248,7529.59,2594.5,0.34457,68.9174,1026697.7309999999,104.633,2892.41,59.0,40.022,12.147
249,5476.64,1408.86,0.25724,54.1156,741318.4883,79.2385,2304.23,22.0,41.7903,2.256
250,4834.66,1221.78,0.25271,49.8648,615808.6921,61.0948,2115.65,41.0,42.9349,3.303
251,6863.48,1668.45,0.24309,65.5499,957684.0106,90.0549,3010.19,92.0,38.6459,1.953
252,7386.26,2466.78,0.33396,66.1935,1022717.7440000001,96.4977,3492.48,52.0,37.1398,11.633
253,7901.36,2319.62,0.29357,88.8173,1077800.354,119.225,4258.85,52.0,31.5772,16.543
254,11916.2,2662.39,0.22341999999999998,127.417,1660855.551,151.433,4441.88,48.0,30.9953,2.396
255,6006.56,1011.98,0.16847,60.1217,829824.0248,72.9533,2929.89,11.0,40.9803,13.515999999999998
256,6322.06,1834.35,0.29015,69.5473,905818.823,83.2798,3089.95,16.0,38.9331,13.853
257,11734.5,3990.14,0.34003,122.68799999999999,1694493.9880000001,180.418,4899.11,133.0,28.7822,16.657
258,8503.27,2338.89,0.27505,79.9922,1211659.02,123.13600000000001,4114.89,93.0,34.4904,1.222
259,21299.8,6661.0,0.31272,206.197,2971940.691,310.685,6447.19,245.0,20.2836,20.886
260,7912.49,2125.8,0.26866,86.52600000000002,1072661.332,115.178,3253.19,36.0,46.5464,0.0
