,GTT,GTn,GGn,Ts,T48,T2,P48,P2,Pexh,TIC,mf,GT_coef1,GT_coef2,Y
48,8373.904,1386.721,7020.02,60.291000000000004,579.4490000000001,576.369,1.393,7.5520000000000005,1.02,12.08,0.239,0.998,0.981,9
49,38982.816,2678.087,9132.411,332.103,849.558,698.465,2.964,15.637,1.035,45.528,0.9009999999999999,0.953,0.978,21
50,50993.151,3087.445,9301.876,438.06300000000005,922.63,730.154,3.595,18.598,1.042,60.463,1.197,0.983,0.982,24
51,72776.563,3560.434,9785.356,645.0980000000001,1092.819,784.35,4.4830000000000005,22.362,1.0490000000000002,90.191,1.785,0.956,0.993,27
52,5346.534000000001,1394.724,6794.851,31.596999999999998,560.089,567.049,1.29,6.945,1.02,0.0,0.19899999999999998,0.9840000000000001,0.987,6
53,29790.194,2307.485,8818.025,246.19400000000002,777.585,669.0260000000001,2.506,13.243,1.03,34.443000000000005,0.682,0.97,0.986,18
54,8374.734,1386.733,7031.931,60.302,585.77,578.68,1.393,7.57,1.02,12.328,0.244,0.9890000000000001,0.978,9
55,38998.697,2678.071,9124.151,332.278,800.8539999999999,682.454,2.978,15.397,1.036,42.346000000000004,0.838,0.993,1.0,21
56,4385.085999999999,1392.474,6813.76,31.151,534.9,564.361,1.258,6.756,1.02,0.0,0.168,0.977,0.9890000000000001,6
57,21636.765,1924.336,8501.626,175.29,713.0060000000001,641.137,2.076,11.036,1.026,25.362,0.502,0.9570000000000001,0.99,15
58,8378.209,1386.7520000000002,7094.24,60.348,598.391,584.6990000000001,1.39,7.557,1.02,12.796,0.253,0.961,0.978,9
59,38978.756,2678.078,9136.948,332.04,841.9789999999999,697.4110000000001,2.958,15.497,1.035,44.916000000000004,0.889,0.9520000000000001,0.986,21
60,5983.41,1349.911,6731.934,23.331999999999997,585.742,565.761,1.298,7.031000000000001,1.0190000000000001,21.795,0.25,0.9990000000000001,0.986,6
61,72772.304,3560.421,9774.74,645.1080000000001,1090.214,782.799,4.497,22.535,1.05,90.23700000000001,1.786,0.9620000000000001,0.988,27
62,72768.504,3560.401,9747.577,645.049,1061.56,773.722,4.527,22.671999999999997,1.051,88.186,1.746,0.987,0.9890000000000001,27
63,29793.053,2307.3779999999997,8829.145,246.21900000000002,792.6439999999999,674.2739999999999,2.501,13.295,1.03,35.29,0.6990000000000001,0.9540000000000001,0.98,18
64,8377.708,1386.749,7088.585999999999,60.341,591.93,582.581,1.39,7.531000000000001,1.02,12.542,0.248,0.968,0.982,9
65,50993.377,3087.467,9302.29,438.048,907.568,726.357,3.592,18.418,1.042,59.216,1.172,0.99,0.992,24
66,7016.968000000001,1349.557,6681.23,7.487,637.97,570.877,1.32,7.082000000000001,1.0190000000000001,17.410999999999998,0.309,0.98,1.0,3
67,39007.15,2678.0170000000003,9116.649,332.48199999999997,815.7410000000001,684.9580000000001,2.986,15.649000000000001,1.036,43.541000000000004,0.862,0.993,0.985,21
68,6600.786,1385.7520000000002,6806.534000000001,29.936,590.725,570.59,1.325,7.1129999999999995,1.02,3.235,0.244,0.9840000000000001,0.9940000000000001,6
69,21632.502999999997,1924.3229999999999,8486.448,175.268,712.007,639.2959999999999,2.081,11.11,1.026,25.375999999999998,0.502,0.968,0.985,15
70,72777.703,3560.4320000000002,9783.847,645.106,1089.634,783.465,4.484,22.349,1.0490000000000002,89.931,1.78,0.958,0.9940000000000001,27
71,21627.057999999997,1924.34,8475.578000000001,175.275,687.45,631.182,2.085,11.0,1.0270000000000001,24.096999999999998,0.47700000000000004,0.992,0.998,15
72,50994.194,3087.511,9311.186,438.046,919.87,731.7819999999999,3.58,18.375999999999998,1.042,59.978,1.187,0.973,0.991,24
73,8378.94,1386.757,7118.741999999999,60.353,584.811,581.5459999999999,1.389,7.457000000000001,1.02,12.24,0.242,0.966,0.992,9
74,8378.801,1386.755,7118.156,60.355,576.984,579.173,1.389,7.417999999999999,1.02,11.925,0.23600000000000002,0.973,0.998,9
75,50994.009000000005,3087.4990000000003,9308.007,438.099,917.551,730.378,3.5839999999999996,18.415,1.042,59.876999999999995,1.185,0.978,0.99,24
76,8378.266,1386.753,7104.505999999999,60.346000000000004,584.611,580.977,1.389,7.474,1.02,12.24,0.242,0.97,0.99,9
77,14724.872,1547.4679999999998,7802.704000000001,113.79799999999999,656.9739999999999,613.035,1.656,8.962,1.022,17.894000000000002,0.354,0.95,0.98,12
78,72777.05900000001,3560.4120000000003,9764.183,645.099,1064.535,775.7289999999999,4.506,22.4,1.051,88.05,1.743,0.978,0.997,27
79,8376.943000000001,1386.745,7079.795999999999,60.332,579.744,578.632,1.391,7.479,1.02,12.058,0.239,0.981,0.99,9
80,3043.175,1354.477,6862.118,24.127,509.76199999999994,560.72,1.202,6.41,1.0190000000000001,15.106,0.147,0.956,0.9990000000000001,6
81,38994.323,2678.0679999999998,9124.716999999999,332.24699999999996,825.1039999999999,689.5989999999999,2.975,15.579,1.036,44.019,0.872,0.977,0.986,21
82,50993.306,3087.4559999999997,9299.876,438.05800000000005,915.5219999999999,727.822,3.597,18.558,1.042,59.93600000000001,1.187,0.9890000000000001,0.985,24
83,21631.403,1924.344,8488.636999999999,175.257,693.068,634.121,2.081,10.97,1.0270000000000001,24.346,0.48200000000000004,0.9790000000000001,0.9990000000000001,15
84,8373.746,1386.72,7011.473000000001,60.294,585.544,577.856,1.3940000000000001,7.595,1.02,12.331,0.244,0.995,0.975,9
85,14721.271,1547.4560000000001,7752.491999999999,113.76700000000001,648.094,608.572,1.661,8.991,1.022,17.55,0.34700000000000003,0.971,0.9790000000000001,12
86,50994.130999999994,3087.518,9317.535,438.036,918.497,733.068,3.569,18.227999999999998,1.041,59.685,1.182,0.966,0.997,24
87,3303.553,1360.457,6589.0019999999995,8.176,540.266,556.268,1.212,6.597,1.0190000000000001,9.109,0.18,1.0,0.977,3
88,50993.762,3087.486,9304.296999999999,438.05800000000005,914.61,728.685,3.59,18.457,1.042,59.739,1.183,0.9840000000000001,0.9890000000000001,24
89,21626.507,1924.335,8472.896999999999,175.21900000000002,690.2289999999999,631.706,2.086,11.034,1.0270000000000001,24.26,0.48,0.992,0.995,15
90,29762.895,2306.74,8803.349,246.021,751.946,660.432,2.51,13.125,1.031,32.937,0.652,0.995,0.998,18
91,5358.5019999999995,1394.965,6769.481,31.633000000000003,562.99,566.998,1.291,6.992000000000001,1.02,0.0,0.201,0.9890000000000001,0.981,6
92,14717.632,1547.4470000000001,7712.566,113.73100000000001,627.356,601.243,1.6640000000000001,8.926,1.023,16.643,0.32899999999999996,0.998,0.9890000000000001,12
93,4574.738,1343.96,6748.066999999999,22.228,542.58,558.942,1.253,6.724,1.02,22.570999999999998,0.2,1.0,0.995,6
94,14718.295,1547.4520000000002,7728.119000000001,113.742,620.599,599.988,1.663,8.855,1.023,16.31,0.32299999999999995,0.998,0.997,12
95,14720.493,1547.46,7760.42,113.751,623.304,602.033,1.66,8.817,1.023,16.401,0.325,0.986,1.0,12
96,29788.307,2307.551,8815.199,246.248,790.7,672.493,2.506,13.355,1.03,35.244,0.698,0.9640000000000001,0.977,18
97,14718.212,1547.451,7726.169,113.743,621.437,600.144,1.663,8.863999999999999,1.023,16.351,0.324,0.998,0.996,12
98,6925.474,1379.1860000000001,6760.727,28.706,605.035,570.988,1.334,7.224,1.02,7.354,0.263,0.993,0.985,6
99,5854.356,1392.638,6833.94,31.230999999999998,568.196,568.672,1.304,6.962999999999999,1.02,0.0,0.212,0.978,0.998,6
100,72781.979,3560.547,9794.213,644.878,1092.381,785.091,4.471,22.178,1.0490000000000002,89.896,1.78,0.9520000000000001,0.9990000000000001,27
101,29791.164,2307.4139999999998,8819.694,246.21599999999998,756.4760000000001,663.123,2.506,13.079,1.031,33.148,0.6559999999999999,0.982,1.0,18
102,14719.308,1547.453,7736.062,113.75399999999999,629.5840000000001,602.809,1.662,8.899,1.023,16.719,0.331,0.9890000000000001,0.991,12
103,72755.025,3560.349,9722.971,644.71,1059.333,771.586,4.556,23.078000000000003,1.052,88.552,1.7530000000000001,0.9990000000000001,0.977,27
104,72770.223,3560.3940000000002,9744.683,644.927,1053.623,771.539,4.53,22.624000000000002,1.051,87.493,1.732,0.992,0.992,27
105,38992.161,2678.083,9128.354,332.291,809.845,686.076,2.971,15.394,1.036,42.886,0.8490000000000001,0.982,0.998,21
106,14723.021,1547.464,7782.585999999999,113.772,646.477,609.3480000000001,1.6580000000000001,8.929,1.022,17.442,0.345,0.963,0.985,12
107,14721.178999999998,1547.454,7748.826,113.76799999999999,651.2230000000001,609.2769999999999,1.661,9.017000000000001,1.022,17.697,0.35,0.97,0.976,12
108,29761.562,2306.782,8804.555,245.98,777.712,667.925,2.509,13.307,1.03,34.505,0.6829999999999999,0.978,0.982,18
109,72760.022,3560.3740000000003,9753.569,644.751,1091.5410000000002,781.48,4.524,22.948,1.05,90.914,1.8,0.971,0.975,27
110,38986.398,2678.0840000000003,9132.661,332.22900000000004,817.367,689.294,2.965,15.378,1.036,43.318000000000005,0.858,0.972,0.997,21
111,39001.079,2678.0440000000003,9119.871,332.35900000000004,823.58,687.988,2.9819999999999998,15.654000000000002,1.036,44.016000000000005,0.871,0.9840000000000001,0.983,21
112,3051.059,1312.7579999999998,6637.965,5.513,559.714,559.855,1.193,6.478,1.0190000000000001,31.854,0.215,0.9690000000000001,0.9840000000000001,3
113,2828.403,1358.957,6716.3330000000005,24.881,501.70099999999996,555.236,1.199,6.521,1.0190000000000001,12.247,0.136,0.996,0.975,6
114,50993.606,3087.49,9310.898000000001,438.06800000000004,910.3760000000001,729.2639999999999,3.5789999999999997,18.272000000000002,1.042,59.207,1.172,0.978,0.997,24
115,5385.281999999999,1394.875,6771.8640000000005,31.616,562.896,567.007,1.2919999999999998,6.992000000000001,1.02,0.0,0.20199999999999999,0.9890000000000001,0.982,6
116,29762.984,2306.742,8803.363000000001,245.97,750.4060000000001,659.988,2.511,13.114,1.031,32.841,0.65,0.996,0.9990000000000001,18
117,50997.927,3087.63,9319.786,437.991,946.2230000000001,740.6239999999999,3.573,18.529,1.041,61.913999999999994,1.226,0.951,0.98,24
118,21634.784,1924.3129999999999,8489.782,175.301,725.699,643.499,2.08,11.184000000000001,1.026,26.09,0.516,0.9570000000000001,0.977,15
119,72772.714,3560.422,9777.030999999999,645.089,1092.521,783.538,4.494,22.522,1.0490000000000002,90.39399999999999,1.7890000000000001,0.96,0.988,27
120,14719.624,1547.455,7742.422,113.736,629.612,603.073,1.662,8.889,1.023,16.713,0.331,0.987,0.992,12
121,72775.262,3560.3990000000003,9744.02,644.894,1039.458,767.937,4.529,22.458000000000002,1.052,86.14200000000001,1.705,0.9990000000000001,1.0,27
122,6275.731,1389.6660000000002,6834.903,30.671,578.058,569.752,1.3159999999999998,7.023,1.02,0.192,0.22699999999999998,0.9790000000000001,1.0,6
123,38994.193,2678.063,9124.136,332.277,831.182,691.199,2.975,15.638,1.035,44.449,0.88,0.9740000000000001,0.982,21
124,50994.605,3087.526,9309.81,438.01800000000003,927.4680000000001,733.378,3.583,18.492,1.041,60.638999999999996,1.2,0.971,0.985,24
125,21634.338,1924.3220000000001,8491.362,175.268,717.6510000000001,641.398,2.08,11.122,1.026,25.656,0.508,0.961,0.983,15
126,29762.95,2306.745,8804.368,245.93900000000002,752.439,660.664,2.51,13.123,1.031,32.961,0.653,0.9940000000000001,0.998,18
127,2857.975,1367.648,6730.526999999999,26.455,493.37,554.009,1.202,6.494,1.02,7.093,0.124,0.9990000000000001,0.981,6
128,1573.793,1390.381,6669.863,9.826,483.719,551.5930000000001,1.1520000000000001,6.202999999999999,1.0190000000000001,0.503,0.106,0.977,0.9840000000000001,3
129,72760.807,3560.385,9763.048,645.05,1100.639,784.335,4.513999999999999,22.896,1.0490000000000002,91.53299999999999,1.8119999999999998,0.963,0.975,27
130,21629.909,1924.3120000000001,8476.323,175.247,716.7239999999999,639.581,2.085,11.196,1.026,25.674,0.508,0.972,0.978,15
131,50997.111,3087.5820000000003,9317.449,438.092,947.987,740.462,3.577,18.599,1.041,62.126999999999995,1.23,0.953,0.977,24
132,8380.331,1386.764,7144.422,60.37,588.529,583.576,1.3869999999999998,7.446000000000001,1.02,12.375,0.245,0.956,0.993,9
133,2826.9759999999997,1365.745,6792.164000000001,26.135,503.91900000000004,559.224,1.199,6.476,1.0190000000000001,8.827,0.133,0.971,0.982,6
134,1733.5720000000001,1397.5739999999998,6699.654,10.275,487.282,553.048,1.159,6.215,1.0190000000000001,0.0,0.11,0.971,0.9890000000000001,3
135,39010.485,2677.9959999999996,9114.788,332.45,813.195,683.778,2.989,15.663,1.036,43.403,0.8590000000000001,0.997,0.985,21
136,2917.9240000000004,1369.65,6848.015,26.875,498.662,559.288,1.2009999999999998,6.4110000000000005,1.02,6.771,0.128,0.963,0.996,6
137,72761.855,3560.388,9766.252,644.891,1102.0330000000001,784.9060000000001,4.51,22.855999999999998,1.0490000000000002,91.58200000000001,1.8130000000000002,0.961,0.976,27
138,72778.089,3560.441,9792.452,644.816,1096.9589999999998,785.9830000000001,4.474,22.276999999999997,1.0490000000000002,90.381,1.7890000000000001,0.951,0.995,27
139,3507.118,1316.6779999999999,6626.236999999999,5.597,551.158,555.247,1.208,6.482,1.0190000000000001,29.83,0.213,0.992,0.998,3
140,38980.287000000004,2678.0879999999997,9134.934000000001,332.194,849.545,699.082,2.96,15.592,1.035,45.473,0.9,0.95,0.98,21
141,1765.655,1386.1689999999999,6656.314,9.494,477.88800000000003,547.9159999999999,1.159,6.19,1.0190000000000001,1.4509999999999998,0.106,0.9940000000000001,0.9940000000000001,3
142,21631.882,1924.336,8487.918,175.267,699.785,635.972,2.081,11.019,1.026,24.713,0.489,0.975,0.9940000000000001,15
143,14718.729,1547.4470000000001,7717.2919999999995,113.741,642.189,605.519,1.6640000000000001,9.014,1.023,17.322,0.34299999999999997,0.986,0.978,12
144,72779.536,3560.712,9796.44,645.18,1094.742,785.8589999999999,4.468,22.165,1.0490000000000002,90.054,1.7830000000000001,0.95,0.9990000000000001,27
145,29793.84,2307.348,8830.978000000001,246.292,783.865,671.952,2.501,13.22,1.03,34.751,0.688,0.958,0.986,18
146,21637.167999999998,1924.34,8503.453000000001,175.292,711.091,640.78,2.076,11.014000000000001,1.026,25.252,0.5,0.9570000000000001,0.992,15
147,8380.534,1386.765,7146.001,60.367,592.768,584.9,1.3869999999999998,7.465,1.02,12.543,0.248,0.9520000000000001,0.99,9
148,21627.787999999997,1924.307,8468.896,175.225,715.55,638.4780000000001,2.0869999999999997,11.228,1.026,25.645,0.508,0.978,0.976,15
149,14723.428,1547.467,7790.899,113.77799999999999,644.315,609.087,1.6569999999999998,8.901,1.022,17.334,0.34299999999999997,0.9620000000000001,0.988,12
150,14720.698999999999,1547.457,7754.286999999999,113.757,635.734,605.247,1.661,8.908,1.023,16.982,0.336,0.9790000000000001,0.9890000000000001,12
151,38977.562999999995,2678.0809999999997,9141.030999999999,332.157,823.7610000000001,693.174,2.9539999999999997,15.283,1.035,43.585,0.863,0.958,1.0,21
152,29792.672000000002,2307.3720000000003,8826.42,246.265,775.304,669.117,2.503,13.181,1.03,34.259,0.6779999999999999,0.966,0.99,18
153,14723.072,1547.4620000000002,7779.187,113.787,650.93,610.432,1.659,8.963,1.022,17.648,0.349,0.961,0.981,12
154,50994.27,3087.512,9307.445,438.095,923.057,731.6510000000001,3.5860000000000003,18.49,1.042,60.343999999999994,1.195,0.976,0.986,24
155,8376.141,1386.74,7060.182,60.31399999999999,583.618,579.077,1.391,7.523,1.02,12.225,0.242,0.983,0.9840000000000001,9
156,21624.44,1924.3370000000002,8467.347,175.24599999999998,684.4110000000001,629.471,2.088,11.023,1.0270000000000001,23.965999999999998,0.474,1.0,0.997,15
157,29790.177000000003,2307.488,8818.068000000001,246.179,779.2,669.4889999999999,2.506,13.255,1.03,34.541,0.684,0.9690000000000001,0.985,18
158,5378.806,1395.0439999999999,6755.7390000000005,31.654,564.536,566.9540000000001,1.2930000000000001,7.019,1.02,0.0,0.203,0.992,0.978,6
159,72769.512,3560.4159999999997,9762.877,645.009,1081.733,779.81,4.51,22.647,1.05,89.736,1.776,0.971,0.986,27
160,3020.158,1313.156,6636.29,5.52,557.11,559.195,1.192,6.4670000000000005,1.0190000000000001,31.573,0.212,0.971,0.985,3
161,29761.603,2306.781,8799.351999999999,246.017,775.1669999999999,666.738,2.511,13.317,1.03,34.38,0.6809999999999999,0.983,0.982,18
162,1780.925,1399.704,6704.896,10.419,491.45,554.357,1.161,6.235,1.0190000000000001,0.0,0.114,0.9670000000000001,0.987,3
163,29761.721,2306.846,8791.153,246.0,771.137,664.86,2.5140000000000002,13.333,1.031,34.181,0.677,0.991,0.982,18
164,50993.825,3087.509,9317.636999999999,437.94800000000004,914.1089999999999,731.9689999999999,3.569,18.175,1.042,59.321999999999996,1.1740000000000002,0.968,1.0,24
165,6049.323,1351.3,6838.892,23.644000000000002,607.996,575.992,1.297,7.028,1.0190000000000001,21.871,0.265,0.951,0.986,6
166,21630.96,1924.3310000000001,8484.26,175.298,702.102,636.259,2.082,11.054,1.026,24.854,0.49200000000000005,0.976,0.991,15
167,14716.791000000001,1547.4389999999999,7689.682,113.72,639.067,603.528,1.6669999999999998,9.043,1.023,17.211,0.341,0.997,0.976,12
168,21625.749,1924.33,8469.302,175.21900000000002,692.529,631.996,2.0869999999999997,11.069,1.0270000000000001,24.401,0.483,0.993,0.992,15
169,21628.853,1924.335,8479.431999999999,175.282,695.188,633.7919999999999,2.084,11.033,1.0270000000000001,24.500999999999998,0.485,0.9840000000000001,0.9940000000000001,15
170,50997.176,3087.6040000000003,9315.855,438.079,940.448,738.181,3.577,18.531,1.041,61.544,1.218,0.958,0.981,24
171,50992.992999999995,3087.4509999999996,9303.176,437.96,899.4810000000001,724.471,3.59,18.307000000000002,1.042,58.525,1.159,0.993,0.998,24
172,50994.127,3087.5029999999997,9309.110999999999,438.01599999999996,918.888,731.002,3.583,18.408,1.042,59.956,1.187,0.976,0.99,24
173,14720.128999999999,1547.457,7749.066,113.755,630.937,603.7080000000001,1.661,8.886000000000001,1.023,16.767,0.332,0.9840000000000001,0.992,12
174,3664.011,1385.94,6735.396,29.874000000000002,514.232,558.2819999999999,1.234,6.684,1.02,0.0,0.14300000000000002,0.9990000000000001,0.978,6
175,8380.698,1386.766,7148.098000000001,60.36600000000001,594.498,585.492,1.3869999999999998,7.472,1.02,12.610999999999999,0.25,0.95,0.9890000000000001,9
176,50995.052,3087.4959999999996,9313.003,438.02,946.044,738.8560000000001,3.583,18.662,1.041,62.089,1.229,0.9590000000000001,0.975,24
177,477.1,1359.8970000000002,6685.075,8.162,464.68199999999996,551.0219999999999,1.104,5.981,1.0190000000000001,1.102,0.079,0.9520000000000001,0.977,3
178,4042.1220000000003,1417.4720000000002,6735.88,11.578,564.31,567.607,1.245,6.7170000000000005,1.0190000000000001,0.0,0.196,0.958,0.986,3
179,72767.677,3560.397,9744.249,644.776,1058.335,772.684,4.531000000000001,22.691999999999997,1.051,87.95700000000001,1.7409999999999999,0.99,0.9890000000000001,27
180,4431.485,1379.342,6627.914000000001,9.21,573.465,563.331,1.253,6.816,1.0190000000000001,5.7620000000000005,0.215,0.9890000000000001,0.978,3
181,29794.922000000002,2307.311,8835.415,246.325,787.6239999999999,673.409,2.499,13.224,1.03,34.953,0.6920000000000001,0.953,0.985,18
182,38978.341,2678.078,9139.003,332.14300000000003,831.0980000000001,694.795,2.9560000000000004,15.376,1.035,44.13,0.8740000000000001,0.956,0.9940000000000001,21
183,4823.5509999999995,1394.0629999999999,6822.23,31.468000000000004,544.951,565.664,1.272,6.815,1.02,0.0,0.18100000000000002,0.977,0.992,6
184,8375.632,1386.7379999999998,7047.225,60.317,588.873,580.161,1.392,7.567,1.02,12.444,0.24600000000000002,0.982,0.978,9
185,21627.155,1924.309,8467.923,175.257,713.5260000000001,637.808,2.0869999999999997,11.219000000000001,1.026,25.541,0.506,0.98,0.977,15
186,14724.246000000001,1547.4720000000002,7809.043000000001,113.802,636.562,607.6619999999999,1.655,8.821,1.023,16.959,0.336,0.9620000000000001,0.997,12
187,566.658,1358.904,6669.512,8.022,455.972,546.914,1.1079999999999999,5.952999999999999,1.0190000000000001,1.8159999999999998,0.075,0.9690000000000001,0.986,3
188,4182.235,1413.7,6712.5419999999995,11.241,551.906,562.226,1.25,6.675,1.0190000000000001,0.0,0.18899999999999997,0.9790000000000001,0.996,3
189,72770.23700000001,3560.395,9742.271,644.776,1049.5810000000001,770.357,4.533,22.616999999999997,1.052,87.162,1.725,0.995,0.993,27
190,50995.864,3087.527,9313.996,438.026,945.663,739.01,3.5810000000000004,18.637999999999998,1.041,62.03,1.228,0.958,0.976,24
